Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,y_true,proba,pred
North America,MSI,Gaming Laptop,i3,NVIDIA GTX 1650,4,1024,Linux,Silver,Reseller,Credit Card,2898.25,5,2753.34,3,8260.02,Professional,0,0.4325,1
Asia-Pacific,Apple,Laptop,i5,NVIDIA RTX 2060,8,256,macOS,Gray,Online,PayPal,1285.54,20,1028.43,3,3085.29,Gamer,1,0.3875,1
Asia-Pacific,Dell,Desktop,M2,Intel Iris,32,512,Windows 11,Gray,Reseller,Debit Card,2411.66,20,1929.33,2,3858.66,Enterprise,0,0.4325,1
Asia-Pacific,Razer,Gaming Laptop,M2,AMD Radeon Vega,4,2048,Windows 10,Silver,Retail Store,Bank Transfer,2123.88,10,1911.49,1,1911.49,Professional,0,0.315,0
Europe,Microsoft,All-in-One,Ryzen 3,Intel UHD,32,2048,Windows 11,Silver,Reseller,Debit Card,1673.51,5,1589.83,2,3179.66,Professional,1,0.405,1
Asia-Pacific,Asus,Laptop,i7,Intel Iris,8,1024,Linux,Gray,Reseller,Debit Card,634.28,5,602.57,1,602.57,Enterprise,1,0.4,1
Asia-Pacific,MSI,Gaming Laptop,i5,Intel UHD,32,2048,Windows 10,Gray,Online,Debit Card,1923.23,15,1634.75,2,3269.5,Gamer,0,0.3525,1
Europe,Dell,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,4,256,Windows 11,Black,Online,PayPal,2095.06,5,1990.31,2,3980.62,Student,1,0.3625,1
Europe,Samsung,Desktop,Ryzen 9,NVIDIA GTX 1650,32,1024,macOS,Gray,Retail Store,PayPal,2302.36,15,1957.01,3,5871.03,Enterprise,0,0.3775,1
Asia-Pacific,Apple,Laptop,Ryzen 3,Intel Iris,16,512,macOS,Blue,Reseller,Debit Card,2636.11,10,2372.5,3,7117.5,Professional,0,0.4625,1
North America,Asus,Desktop,Ryzen 9,AMD Radeon Vega,4,1024,Linux,Gray,Reseller,Credit Card,885.11,5,840.85,1,840.85,Gamer,0,0.3125,0
Europe,Dell,Gaming Laptop,Ryzen 5,NVIDIA RTX 2060,4,512,Windows 10,Blue,Retail Store,Credit Card,2459.17,15,2090.29,1,2090.29,Professional,1,0.375,1
Europe,Samsung,All-in-One,Ryzen 5,Intel UHD,4,256,Linux,Black,Online,Credit Card,2393.01,20,1914.41,1,1914.41,Student,0,0.4625,1
Europe,Asus,All-in-One,i7,Intel UHD,32,2048,Windows 11,Blue,Retail Store,Debit Card,2996.73,5,2846.89,1,2846.89,Enterprise,0,0.4075,1
Asia-Pacific,HP,Desktop,Ryzen 3,NVIDIA RTX 2060,32,2048,Linux,Blue,Online,PayPal,510.28,15,433.74,1,433.74,Enterprise,1,0.325,0
Europe,Apple,Desktop,Ryzen 9,NVIDIA GTX 1650,8,2048,macOS,Black,Online,Debit Card,2636.76,0,2636.76,2,5273.52,Professional,1,0.405,1
Europe,MSI,Gaming Laptop,M2,NVIDIA GTX 1650,4,1024,Windows 10,Gray,Retail Store,Bank Transfer,1239.15,20,991.32,1,991.32,Professional,1,0.4125,1
Europe,Asus,Desktop,M1,Intel Iris,4,512,Windows 10,Silver,Online,Debit Card,739.13,10,665.22,1,665.22,Enterprise,0,0.39,1
Europe,Microsoft,Desktop,M1,NVIDIA RTX 3060,32,512,Windows 11,Gray,Online,Debit Card,2252.06,20,1801.65,1,1801.65,Student,0,0.3825,1
Europe,Acer,All-in-One,Ryzen 7,NVIDIA RTX 2060,4,1024,Windows 10,Black,Reseller,Credit Card,660.34,10,594.31,3,1782.93,Gamer,1,0.3625,1
Europe,Dell,All-in-One,Ryzen 3,Intel UHD,32,512,macOS,Black,Reseller,Credit Card,888.25,15,755.01,3,2265.03,Professional,0,0.4375,1
Europe,Dell,All-in-One,M1,NVIDIA RTX 3060,16,512,macOS,Silver,Reseller,PayPal,658.27,5,625.36,1,625.36,Student,1,0.38,1
North America,HP,Gaming Laptop,i3,NVIDIA GTX 1650,32,256,Windows 10,Black,Retail Store,Bank Transfer,1768.36,0,1768.36,2,3536.72,Student,0,0.355,1
North America,Asus,All-in-One,M2,NVIDIA GTX 1650,32,1024,Windows 10,Blue,Reseller,PayPal,688.74,0,688.74,3,2066.22,Gamer,0,0.3425,0
North America,Acer,All-in-One,M2,Intel Iris,16,256,macOS,Silver,Reseller,Bank Transfer,1487.93,15,1264.74,3,3794.22,Gamer,1,0.55,1
Europe,HP,Laptop,Ryzen 3,NVIDIA GTX 1650,8,512,Linux,White,Retail Store,Debit Card,743.62,20,594.9,2,1189.8,Enterprise,1,0.3775,1
Europe,Microsoft,Desktop,Ryzen 9,NVIDIA RTX 3060,4,2048,macOS,White,Online,PayPal,1553.43,10,1398.09,2,2796.18,Gamer,1,0.32,0
North America,Lenovo,Desktop,i3,NVIDIA RTX 3060,4,256,Linux,Black,Reseller,Credit Card,1190.9,15,1012.27,1,1012.27,Enterprise,0,0.3825,1
Asia-Pacific,MSI,Laptop,i7,Intel UHD,8,1024,Linux,Gray,Reseller,Bank Transfer,1744.29,5,1657.08,1,1657.08,Professional,0,0.4275,1
Europe,MSI,Gaming Laptop,i5,NVIDIA GTX 1650,8,256,macOS,Silver,Online,Bank Transfer,615.73,0,615.73,1,615.73,Gamer,0,0.31,0
Europe,Asus,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,16,1024,Linux,Blue,Retail Store,Debit Card,1795.64,20,1436.51,2,2873.02,Student,1,0.3125,0
Asia-Pacific,Dell,Laptop,M1,NVIDIA GTX 1650,4,2048,Windows 11,Blue,Reseller,Debit Card,2552.22,10,2297.0,3,6891.0,Professional,0,0.49,1
Europe,Asus,Desktop,i3,NVIDIA RTX 3060,4,512,macOS,White,Retail Store,Debit Card,1812.03,15,1540.23,1,1540.23,Enterprise,1,0.3375,0
Asia-Pacific,Lenovo,Gaming Laptop,Ryzen 5,NVIDIA RTX 3060,8,2048,Linux,White,Reseller,Bank Transfer,2549.61,5,2422.13,3,7266.39,Gamer,0,0.3325,0
North America,Microsoft,Gaming Laptop,i3,AMD Radeon Vega,16,256,macOS,Blue,Online,Bank Transfer,660.93,10,594.84,2,1189.68,Student,1,0.4575,1
Asia-Pacific,MSI,Laptop,i7,NVIDIA RTX 3060,16,512,Linux,Silver,Online,Bank Transfer,1801.23,5,1711.17,1,1711.17,Student,0,0.4775,1
North America,Apple,Laptop,i7,AMD Radeon Vega,8,256,macOS,Silver,Retail Store,Debit Card,1479.82,0,1479.82,2,2959.64,Gamer,1,0.26,0
Asia-Pacific,Razer,All-in-One,Ryzen 9,Intel Iris,4,512,Windows 10,Black,Reseller,Bank Transfer,2018.31,20,1614.65,1,1614.65,Gamer,0,0.4425,1
Asia-Pacific,Acer,Desktop,Ryzen 9,NVIDIA RTX 2060,4,512,Windows 11,White,Reseller,Bank Transfer,932.59,5,885.96,1,885.96,Gamer,1,0.3525,1
Asia-Pacific,Asus,Gaming Laptop,M2,AMD Radeon Vega,4,2048,Windows 10,Gray,Retail Store,Debit Card,589.02,10,530.12,1,530.12,Student,1,0.4025,1
Europe,Lenovo,Desktop,i7,Intel UHD,32,1024,Linux,Black,Reseller,Bank Transfer,2116.79,5,2010.95,1,2010.95,Student,0,0.415,1
North America,HP,All-in-One,M1,Intel UHD,32,1024,macOS,White,Reseller,Debit Card,1049.81,10,944.83,1,944.83,Professional,0,0.37,1
Europe,Acer,Gaming Laptop,Ryzen 3,AMD Radeon Vega,16,1024,macOS,Blue,Reseller,Debit Card,2771.67,5,2633.09,2,5266.18,Enterprise,0,0.4375,1
Asia-Pacific,Asus,Gaming Laptop,i3,NVIDIA RTX 2060,32,512,Windows 11,Gray,Online,PayPal,2151.01,20,1720.81,1,1720.81,Student,1,0.475,1
North America,Acer,Laptop,i5,Intel UHD,16,1024,Linux,White,Retail Store,Debit Card,1763.25,0,1763.25,2,3526.5,Professional,1,0.3625,1
Asia-Pacific,Samsung,Desktop,Ryzen 3,NVIDIA RTX 2060,4,512,Windows 10,Silver,Online,PayPal,2943.1,20,2354.48,2,4708.96,Student,0,0.3825,1
North America,Acer,Gaming Laptop,i5,NVIDIA RTX 2060,8,256,Windows 11,Black,Reseller,Bank Transfer,2725.12,0,2725.12,1,2725.12,Gamer,1,0.385,1
Asia-Pacific,Lenovo,Gaming Laptop,i5,NVIDIA GTX 1650,8,2048,macOS,White,Online,Debit Card,2087.62,0,2087.62,1,2087.62,Student,1,0.3325,0
Europe,Asus,Gaming Laptop,i5,Intel Iris,8,2048,Windows 11,Blue,Retail Store,Debit Card,1633.27,10,1469.94,3,4409.82,Gamer,1,0.4175,1
Asia-Pacific,Asus,All-in-One,Ryzen 7,AMD Radeon Vega,8,512,Windows 11,Black,Online,Bank Transfer,586.27,15,498.33,2,996.66,Gamer,0,0.435,1
Asia-Pacific,Acer,Laptop,i7,Intel UHD,8,512,Windows 10,Blue,Online,Bank Transfer,1356.39,20,1085.11,3,3255.33,Student,0,0.315,0
Europe,HP,Gaming Laptop,i3,AMD Radeon Vega,16,1024,Windows 11,Silver,Reseller,Bank Transfer,1278.15,15,1086.43,3,3259.29,Gamer,0,0.445,1
Asia-Pacific,Lenovo,Desktop,i9,AMD Radeon Vega,4,256,Windows 11,Gray,Reseller,Credit Card,1720.09,20,1376.07,2,2752.14,Enterprise,0,0.4025,1
Europe,Lenovo,Laptop,i3,NVIDIA RTX 2060,32,1024,Windows 11,Blue,Retail Store,Debit Card,2320.53,0,2320.53,1,2320.53,Enterprise,0,0.4125,1
North America,Samsung,Gaming Laptop,i9,AMD Radeon Vega,8,256,Linux,Silver,Online,Debit Card,1340.41,10,1206.37,2,2412.74,Gamer,0,0.4625,1
North America,Razer,All-in-One,Ryzen 5,Intel UHD,16,2048,macOS,Gray,Reseller,Credit Card,1832.17,15,1557.34,2,3114.68,Professional,0,0.435,1
Asia-Pacific,Razer,Desktop,Ryzen 7,AMD Radeon Vega,16,256,macOS,Blue,Reseller,Bank Transfer,1035.96,15,880.57,3,2641.71,Gamer,0,0.415,1
Europe,MSI,Desktop,i3,Intel Iris,8,2048,Windows 11,Blue,Retail Store,Credit Card,1862.51,15,1583.13,1,1583.13,Student,0,0.4625,1
North America,MSI,All-in-One,Ryzen 3,NVIDIA GTX 1650,16,256,macOS,Gray,Online,Debit Card,2533.13,10,2279.82,3,6839.46,Professional,1,0.5075,1
Europe,Dell,Laptop,i3,NVIDIA RTX 2060,8,1024,macOS,Silver,Reseller,Debit Card,2685.93,15,2283.04,2,4566.08,Gamer,0,0.4075,1
Asia-Pacific,MSI,All-in-One,Ryzen 3,NVIDIA GTX 1650,32,512,Windows 11,White,Online,Debit Card,2394.84,10,2155.36,3,6466.08,Gamer,0,0.425,1
North America,Lenovo,Desktop,M2,Intel Iris,32,1024,Windows 11,Blue,Retail Store,Debit Card,2356.83,20,1885.46,1,1885.46,Student,1,0.49,1
Europe,HP,Laptop,M1,AMD Radeon Vega,32,256,macOS,Gray,Retail Store,PayPal,2288.68,0,2288.68,2,4577.36,Gamer,1,0.415,1
Asia-Pacific,Acer,Laptop,i3,NVIDIA RTX 3060,16,256,Linux,White,Online,PayPal,2601.77,0,2601.77,1,2601.77,Student,1,0.4,1
Europe,Lenovo,Gaming Laptop,i5,NVIDIA GTX 1650,16,1024,Linux,White,Retail Store,Credit Card,2207.5,5,2097.12,2,4194.24,Professional,1,0.4125,1
Europe,Dell,Desktop,i3,NVIDIA RTX 2060,16,1024,macOS,Black,Online,PayPal,782.6,20,626.08,1,626.08,Professional,0,0.41,1
Asia-Pacific,Razer,Laptop,Ryzen 3,AMD Radeon Vega,8,1024,macOS,Silver,Online,Credit Card,897.43,10,807.69,3,2423.07,Gamer,0,0.3225,0
Asia-Pacific,Acer,Gaming Laptop,i7,Intel Iris,8,512,macOS,Silver,Retail Store,Bank Transfer,2811.78,5,2671.19,3,8013.57,Student,0,0.425,1
Europe,HP,Gaming Laptop,Ryzen 3,Intel UHD,4,256,macOS,Black,Retail Store,Credit Card,2137.59,15,1816.95,2,3633.9,Enterprise,1,0.41,1
North America,Razer,Laptop,Ryzen 7,NVIDIA RTX 2060,4,1024,macOS,Blue,Retail Store,PayPal,2410.63,10,2169.57,1,2169.57,Gamer,0,0.35,1
North America,Razer,Desktop,Ryzen 9,Intel UHD,8,1024,Linux,White,Retail Store,Credit Card,1854.66,15,1576.46,2,3152.92,Student,1,0.3825,1
Asia-Pacific,Samsung,Desktop,i3,Intel Iris,8,256,Linux,Silver,Retail Store,Credit Card,1797.09,15,1527.53,1,1527.53,Professional,1,0.335,0
Europe,Acer,Laptop,Ryzen 3,NVIDIA GTX 1650,8,256,Linux,Blue,Reseller,PayPal,1641.76,0,1641.76,2,3283.52,Student,0,0.4875,1
Asia-Pacific,Apple,Desktop,i9,Intel Iris,32,2048,macOS,Gray,Online,Debit Card,2819.22,0,2819.22,2,5638.44,Professional,0,0.3675,1
Europe,Samsung,Gaming Laptop,Ryzen 5,NVIDIA RTX 2060,16,2048,macOS,Gray,Reseller,Debit Card,2501.97,20,2001.58,2,4003.16,Student,1,0.35,1
North America,Apple,Gaming Laptop,M2,NVIDIA GTX 1650,16,256,macOS,Silver,Retail Store,PayPal,671.95,20,537.56,1,537.56,Gamer,1,0.4125,1
Europe,Samsung,Laptop,i7,NVIDIA RTX 2060,8,512,Windows 10,Gray,Online,Credit Card,1123.28,10,1010.95,2,2021.9,Enterprise,1,0.3,0
Europe,Asus,Laptop,i5,NVIDIA GTX 1650,8,256,Windows 11,Silver,Online,Credit Card,2733.93,20,2187.14,3,6561.42,Gamer,0,0.38,1
North America,MSI,Desktop,Ryzen 3,AMD Radeon Vega,32,512,macOS,Blue,Online,PayPal,2144.38,5,2037.16,1,2037.16,Enterprise,0,0.4225,1
Europe,Dell,Laptop,i9,NVIDIA RTX 3060,16,256,Windows 10,White,Online,Bank Transfer,1465.3,15,1245.5,2,2491.0,Enterprise,0,0.38,1
Asia-Pacific,Microsoft,Laptop,i5,AMD Radeon Vega,4,1024,Windows 10,Blue,Retail Store,Credit Card,587.74,10,528.97,3,1586.91,Gamer,0,0.325,0
Asia-Pacific,Samsung,Laptop,M1,NVIDIA RTX 2060,16,512,Windows 11,White,Reseller,Bank Transfer,1079.82,15,917.85,3,2753.55,Enterprise,0,0.465,1
North America,Lenovo,All-in-One,i7,NVIDIA RTX 2060,16,1024,Windows 10,White,Online,Bank Transfer,1569.01,5,1490.56,2,2981.12,Gamer,1,0.3725,1
North America,Microsoft,Gaming Laptop,M2,Intel UHD,4,2048,macOS,Gray,Online,PayPal,2722.52,20,2178.02,2,4356.04,Enterprise,1,0.4275,1
Europe,Apple,All-in-One,i5,NVIDIA RTX 3060,4,2048,macOS,Black,Retail Store,Debit Card,2167.35,5,2058.98,2,4117.96,Student,0,0.4725,1
North America,Microsoft,Laptop,Ryzen 3,NVIDIA RTX 3060,8,512,Linux,Gray,Online,PayPal,549.59,10,494.63,2,989.26,Student,1,0.455,1
Asia-Pacific,Razer,Desktop,Ryzen 7,NVIDIA GTX 1650,16,1024,Linux,Blue,Reseller,Debit Card,1733.01,20,1386.41,2,2772.82,Professional,0,0.3575,1
North America,Samsung,All-in-One,Ryzen 5,NVIDIA GTX 1650,8,512,Linux,Black,Online,PayPal,2299.23,20,1839.38,1,1839.38,Student,0,0.54,1
Europe,Asus,Desktop,Ryzen 9,NVIDIA GTX 1650,32,2048,macOS,Gray,Retail Store,Credit Card,2831.11,5,2689.55,2,5379.1,Gamer,0,0.43,1
Europe,HP,Gaming Laptop,Ryzen 5,AMD Radeon Vega,32,512,Linux,Silver,Reseller,PayPal,2713.33,10,2442.0,3,7326.0,Professional,1,0.4075,1
Europe,MSI,Gaming Laptop,Ryzen 5,Intel UHD,16,512,macOS,Blue,Retail Store,Credit Card,1261.33,20,1009.06,2,2018.12,Enterprise,1,0.31,0
North America,Microsoft,All-in-One,Ryzen 7,NVIDIA RTX 3060,8,2048,macOS,Gray,Reseller,Credit Card,2665.69,20,2132.55,2,4265.1,Gamer,1,0.355,1
Europe,Apple,Laptop,Ryzen 5,NVIDIA GTX 1650,16,512,macOS,Blue,Reseller,Credit Card,2731.42,0,2731.42,2,5462.84,Professional,1,0.42,1
North America,HP,All-in-One,Ryzen 5,Intel Iris,16,2048,Windows 11,Black,Online,Credit Card,1360.58,10,1224.52,2,2449.04,Professional,1,0.4225,1
Europe,Lenovo,Laptop,i9,Intel Iris,8,256,Windows 10,White,Online,Credit Card,1946.15,20,1556.92,3,4670.76,Student,0,0.325,0
Europe,Samsung,Desktop,i5,AMD Radeon Vega,32,256,Windows 10,White,Retail Store,PayPal,1793.18,10,1613.86,1,1613.86,Professional,0,0.45,1
North America,Apple,Desktop,Ryzen 7,AMD Radeon Vega,4,512,macOS,White,Retail Store,Bank Transfer,2124.56,0,2124.56,3,6373.68,Gamer,1,0.42,1
North America,HP,Desktop,i5,NVIDIA GTX 1650,8,256,macOS,White,Online,Debit Card,1126.68,20,901.34,3,2704.02,Professional,0,0.5275,1
Europe,Dell,Desktop,i9,Intel UHD,4,512,Windows 10,Silver,Reseller,Bank Transfer,1966.1,20,1572.88,1,1572.88,Professional,1,0.39,1
North America,Lenovo,Laptop,i3,NVIDIA GTX 1650,16,256,Linux,Black,Online,Debit Card,2480.1,20,1984.08,3,5952.24,Gamer,0,0.44,1
North America,Acer,Gaming Laptop,i7,AMD Radeon Vega,4,2048,Linux,White,Online,Bank Transfer,2352.94,10,2117.65,1,2117.65,Gamer,0,0.4,1
Europe,Acer,Laptop,i9,Intel Iris,32,512,macOS,Gray,Online,Debit Card,2006.54,20,1605.23,1,1605.23,Enterprise,0,0.36,1
Asia-Pacific,Razer,Desktop,Ryzen 7,Intel Iris,8,512,macOS,Gray,Reseller,Credit Card,2678.34,10,2410.51,1,2410.51,Professional,1,0.365,1
North America,Lenovo,Desktop,Ryzen 9,AMD Radeon Vega,8,512,Linux,Black,Retail Store,Debit Card,1931.66,0,1931.66,1,1931.66,Gamer,0,0.3925,1
Asia-Pacific,Asus,Laptop,M1,NVIDIA RTX 3060,16,512,macOS,White,Online,Bank Transfer,1005.97,10,905.37,3,2716.11,Gamer,0,0.4525,1
Europe,Asus,All-in-One,i7,Intel UHD,16,1024,Linux,Gray,Reseller,Credit Card,557.16,20,445.73,2,891.46,Gamer,1,0.405,1
Asia-Pacific,HP,Laptop,Ryzen 3,AMD Radeon Vega,8,1024,Windows 11,White,Retail Store,Bank Transfer,2382.53,20,1906.02,3,5718.06,Student,0,0.39,1
Asia-Pacific,Asus,Gaming Laptop,Ryzen 7,AMD Radeon Vega,4,2048,Windows 11,Gray,Reseller,Bank Transfer,612.28,20,489.82,1,489.82,Enterprise,0,0.395,1
Europe,Razer,All-in-One,M2,NVIDIA GTX 1650,4,1024,macOS,Silver,Retail Store,Debit Card,651.16,5,618.6,1,618.6,Enterprise,0,0.385,1
Asia-Pacific,Lenovo,Gaming Laptop,M1,Intel UHD,8,2048,macOS,Blue,Retail Store,Debit Card,2497.82,5,2372.93,2,4745.86,Enterprise,1,0.4075,1
Europe,HP,Gaming Laptop,Ryzen 7,Intel Iris,32,1024,Windows 11,Blue,Online,Credit Card,608.34,5,577.92,3,1733.76,Gamer,0,0.3975,1
North America,MSI,Desktop,Ryzen 5,NVIDIA RTX 3060,8,512,Linux,White,Reseller,Credit Card,1499.34,15,1274.44,2,2548.88,Professional,0,0.41,1
Europe,Apple,All-in-One,Ryzen 3,Intel Iris,16,512,macOS,Silver,Reseller,Bank Transfer,458.14,15,389.42,2,778.84,Professional,0,0.325,0
North America,Acer,All-in-One,Ryzen 3,NVIDIA GTX 1650,8,2048,Windows 10,White,Online,Debit Card,714.44,20,571.55,1,571.55,Professional,1,0.36,1
Europe,Asus,Laptop,i5,NVIDIA RTX 2060,32,512,Linux,Silver,Online,PayPal,1744.52,5,1657.29,1,1657.29,Enterprise,0,0.3725,1
North America,Lenovo,Desktop,M2,AMD Radeon Vega,16,1024,Windows 11,White,Online,Debit Card,2194.03,5,2084.33,3,6252.99,Professional,0,0.51,1
North America,Dell,All-in-One,i5,Intel Iris,8,2048,macOS,Black,Retail Store,PayPal,2558.31,5,2430.39,2,4860.78,Professional,0,0.5075,1
North America,Microsoft,All-in-One,i5,AMD Radeon Vega,32,2048,macOS,Silver,Retail Store,Debit Card,698.46,5,663.54,1,663.54,Student,1,0.38,1
Asia-Pacific,Razer,All-in-One,i5,NVIDIA RTX 3060,16,512,macOS,Blue,Retail Store,Bank Transfer,708.69,0,708.69,1,708.69,Gamer,0,0.34,0
North America,HP,Desktop,i5,AMD Radeon Vega,16,1024,Linux,White,Online,Bank Transfer,2377.89,0,2377.89,1,2377.89,Gamer,1,0.4075,1
Asia-Pacific,Microsoft,All-in-One,Ryzen 7,NVIDIA RTX 3060,8,512,macOS,Black,Reseller,Bank Transfer,409.36,20,327.49,1,327.49,Enterprise,0,0.4125,1
Asia-Pacific,Microsoft,All-in-One,Ryzen 7,NVIDIA RTX 2060,16,1024,Windows 11,Black,Retail Store,PayPal,406.57,5,386.24,1,386.24,Gamer,0,0.3625,1
Europe,Dell,All-in-One,Ryzen 9,NVIDIA GTX 1650,4,1024,Windows 11,Gray,Retail Store,Debit Card,1208.84,20,967.07,1,967.07,Gamer,0,0.43,1
Europe,Razer,Laptop,M1,NVIDIA RTX 2060,8,2048,Windows 11,Gray,Online,Credit Card,1828.29,10,1645.46,2,3290.92,Enterprise,0,0.365,1
North America,Lenovo,All-in-One,i3,AMD Radeon Vega,16,1024,macOS,White,Reseller,Bank Transfer,1959.6,10,1763.64,3,5290.92,Gamer,0,0.4575,1
Europe,Dell,Laptop,i9,AMD Radeon Vega,4,2048,Windows 10,Silver,Reseller,Debit Card,1155.46,10,1039.91,1,1039.91,Professional,0,0.4275,1
North America,Dell,All-in-One,i9,NVIDIA GTX 1650,16,1024,Windows 11,Blue,Retail Store,PayPal,1183.14,10,1064.83,1,1064.83,Gamer,1,0.4525,1
Asia-Pacific,HP,Laptop,M1,NVIDIA RTX 3060,4,1024,macOS,Silver,Retail Store,Bank Transfer,2070.87,0,2070.87,3,6212.61,Student,1,0.345,0
Asia-Pacific,Samsung,All-in-One,Ryzen 9,AMD Radeon Vega,16,256,Windows 11,Blue,Online,Bank Transfer,1184.14,20,947.31,2,1894.62,Professional,0,0.345,0
North America,Acer,Laptop,M2,Intel UHD,4,2048,macOS,White,Online,PayPal,1709.27,20,1367.42,1,1367.42,Gamer,1,0.3975,1
Asia-Pacific,Acer,Gaming Laptop,i3,NVIDIA RTX 2060,4,1024,Windows 10,Black,Retail Store,PayPal,1489.64,0,1489.64,3,4468.92,Enterprise,0,0.3325,0
Asia-Pacific,Apple,Gaming Laptop,Ryzen 9,AMD Radeon Vega,4,512,macOS,Blue,Reseller,PayPal,1566.43,5,1488.11,3,4464.33,Professional,1,0.3625,1
North America,Microsoft,Gaming Laptop,i3,Intel Iris,8,512,macOS,White,Retail Store,PayPal,2189.91,0,2189.91,3,6569.73,Student,0,0.36,1
Europe,MSI,Gaming Laptop,Ryzen 5,AMD Radeon Vega,8,2048,macOS,Gray,Online,PayPal,1047.24,0,1047.24,3,3141.72,Student,0,0.3525,1
Asia-Pacific,Samsung,Laptop,Ryzen 7,NVIDIA RTX 2060,4,1024,macOS,Black,Reseller,PayPal,1586.98,0,1586.98,2,3173.96,Enterprise,0,0.3775,1
Asia-Pacific,Acer,All-in-One,i9,NVIDIA RTX 3060,4,256,macOS,Silver,Online,Debit Card,1750.35,0,1750.35,1,1750.35,Enterprise,0,0.3525,1
North America,MSI,Desktop,i5,Intel Iris,4,1024,Linux,Silver,Retail Store,Debit Card,2600.89,15,2210.76,1,2210.76,Student,1,0.38,1
Asia-Pacific,Apple,Gaming Laptop,i5,NVIDIA RTX 3060,16,256,macOS,White,Online,Bank Transfer,1705.31,0,1705.31,1,1705.31,Student,1,0.4575,1
Europe,Acer,Laptop,i3,NVIDIA RTX 3060,4,1024,macOS,Black,Online,PayPal,1034.62,20,827.7,1,827.7,Gamer,0,0.405,1
Europe,HP,Gaming Laptop,i5,NVIDIA GTX 1650,16,1024,Linux,Black,Online,Credit Card,1342.7,5,1275.57,1,1275.57,Student,0,0.41,1
Europe,Acer,Gaming Laptop,Ryzen 7,AMD Radeon Vega,32,256,Linux,Black,Online,Credit Card,2798.05,15,2378.34,1,2378.34,Enterprise,0,0.395,1
Europe,HP,All-in-One,i3,Intel UHD,32,2048,Windows 10,White,Reseller,PayPal,1451.06,10,1305.95,1,1305.95,Professional,0,0.385,1
North America,Microsoft,Desktop,M1,AMD Radeon Vega,16,2048,Windows 11,Gray,Reseller,PayPal,2908.26,0,2908.26,1,2908.26,Professional,1,0.3675,1
Europe,Dell,Desktop,Ryzen 5,NVIDIA GTX 1650,32,1024,macOS,White,Reseller,Debit Card,1127.29,0,1127.29,1,1127.29,Professional,0,0.365,1
North America,Lenovo,Laptop,M1,Intel UHD,16,256,Windows 10,Silver,Retail Store,PayPal,537.12,15,456.55,1,456.55,Enterprise,0,0.39,1
North America,Microsoft,All-in-One,M2,NVIDIA RTX 3060,8,1024,Windows 10,White,Retail Store,PayPal,2911.1,15,2474.43,3,7423.29,Student,1,0.39,1
Asia-Pacific,Apple,Laptop,Ryzen 3,Intel UHD,16,256,macOS,Silver,Reseller,Credit Card,492.2,20,393.76,1,393.76,Student,1,0.4125,1
Europe,HP,Desktop,i7,Intel UHD,8,1024,Windows 10,Silver,Reseller,Bank Transfer,1529.5,5,1453.02,1,1453.02,Enterprise,1,0.3525,1
Europe,Razer,Desktop,i7,NVIDIA GTX 1650,4,1024,Windows 10,White,Retail Store,PayPal,2211.37,20,1769.1,2,3538.2,Professional,0,0.37,1
North America,Samsung,All-in-One,M1,NVIDIA RTX 2060,16,512,Windows 11,Black,Online,Debit Card,1254.33,10,1128.9,3,3386.7,Enterprise,1,0.4225,1
Asia-Pacific,Microsoft,Gaming Laptop,i3,NVIDIA GTX 1650,4,1024,macOS,Silver,Retail Store,PayPal,2432.0,15,2067.2,3,6201.6,Enterprise,0,0.3975,1
Europe,Samsung,Desktop,i7,Intel UHD,8,1024,macOS,Black,Reseller,Debit Card,1021.39,10,919.25,3,2757.75,Enterprise,0,0.42,1
Europe,Razer,Laptop,Ryzen 5,NVIDIA RTX 3060,16,2048,macOS,Silver,Retail Store,Bank Transfer,1132.65,20,906.12,1,906.12,Student,0,0.365,1
Europe,Lenovo,Desktop,M1,NVIDIA GTX 1650,32,256,Windows 10,White,Online,Credit Card,714.25,20,571.4,2,1142.8,Enterprise,0,0.3275,0
Asia-Pacific,Razer,Gaming Laptop,i7,NVIDIA RTX 3060,8,512,Windows 11,White,Reseller,PayPal,565.08,20,452.06,2,904.12,Professional,0,0.375,1
Asia-Pacific,Razer,Laptop,i7,AMD Radeon Vega,8,512,macOS,White,Reseller,Bank Transfer,2921.31,20,2337.05,2,4674.1,Gamer,1,0.405,1
Asia-Pacific,Lenovo,All-in-One,i5,AMD Radeon Vega,32,1024,macOS,Gray,Online,Debit Card,809.16,20,647.33,2,1294.66,Gamer,1,0.36,1
Europe,Lenovo,Desktop,Ryzen 9,AMD Radeon Vega,8,512,macOS,Blue,Retail Store,PayPal,2838.53,0,2838.53,3,8515.59,Enterprise,1,0.4275,1
Asia-Pacific,Samsung,All-in-One,i5,NVIDIA RTX 2060,8,512,Windows 11,Gray,Reseller,Credit Card,1325.22,20,1060.18,3,3180.54,Student,1,0.3025,0
Europe,Microsoft,Gaming Laptop,i3,NVIDIA GTX 1650,16,1024,Windows 10,Blue,Reseller,Debit Card,433.99,20,347.19,1,347.19,Student,0,0.33,0
